t,x,y,yaw,steer,l,r
115.65,-1.002,-22.761,1.5639,0,0,0
115.75,-1.002,-22.761,1.5639,0,0,0
115.85,-1.002,-22.761,1.5639,0,0,0
115.96,-1.002,-22.761,1.5639,0,0,0
116.06,1.294,-22.809,-0.0069,0,0,0
116.16,1.294,-22.809,-0.0069,0,0,0
116.26,1.294,-22.809,-0.0069,0,0,0
116.36,-1.002,-22.761,1.5639,0,0,0
116.46,1.294,-22.809,-0.0069,0,0,0
116.57,1.294,-22.809,-0.0069,0,0,0
116.67,1.294,-22.809,-0.0069,0,0,0
116.77,-1.002,-22.761,1.5639,0,0,0
116.87,-1.002,-22.761,1.5639,0,0,0
116.98,-1.002,-22.761,1.5639,0,0,0
117.08,-1.002,-22.761,1.5639,0,0,0
117.19,-1.002,-22.761,1.5639,0,0,0
117.29,-1.002,-22.761,1.5639,0,0,0
117.4,-1.002,-22.761,1.5638,0,0,0
117.5,-1.002,-22.761,1.5638,0,0,0
117.6,-1.002,-22.761,1.5638,0,0,0
117.7,-1.002,-22.761,1.5638,0,0,0
117.81,-1.002,-22.761,1.5638,0,0,0
117.92,-1.002,-22.761,1.5638,0,0,0
118.02,-1.002,-22.761,1.5638,0,0,0
118.13,-1.002,-22.761,1.5638,0,0,0
118.24,-1.002,-22.761,1.5638,0,0,0
118.34,-1.002,-22.761,1.5638,0,0,0
118.45,-1.002,-22.761,1.5638,0,0,0
118.56,-1.002,-22.761,1.5638,0,0,0
118.66,-1.002,-22.761,1.5638,0,0,0
118.76,-1.002,-22.761,1.5638,0,0,0
118.86,1.294,-22.809,-0.007,0,0,0
118.97,-1.002,-22.761,1.5638,0,0,0
119.08,-1.002,-22.761,1.5638,0,0,0
119.18,-1.002,-22.761,1.5638,0,0,0
119.29,-1.002,-22.761,1.5638,0,0,0
119.39,-1.002,-22.761,1.5638,0,0,0
119.5,-1.002,-22.761,1.5638,0,0,0
119.6,-1.002,-22.761,1.5638,0,0,0
119.71,-1.002,-22.761,1.5638,0,0,0
119.82,-1.002,-22.761,1.5638,0,0,0
119.92,1.294,-22.809,-0.007,0,0,0
120.03,-1.002,-22.761,1.5638,0,0,0
120.13,-1.002,-22.761,1.5638,0,0,0
120.24,1.294,-22.809,-0.007,0,0,0
120.34,1.294,-22.809,-0.007,0,0,0
120.44,1.294,-22.809,-0.007,0,0,0
120.54,-1.002,-22.761,1.5638,0,0,0
120.65,1.294,-22.809,-0.007,0,0,0
120.75,1.294,-22.809,-0.007,0,0,0
120.85,-1.002,-22.761,1.5638,0,0,0
120.96,-1.002,-22.761,1.5638,0,0,0
121.07,-1.002,-22.761,1.5638,0,0,0
121.17,-1.002,-22.761,1.5638,0,0,0
121.27,-1.002,-22.761,1.5638,0,0,0
121.38,-1.002,-22.761,1.5638,0,0,0
121.49,-1.002,-22.761,1.5638,0,0,0
121.59,-1.002,-22.761,1.5638,0,0,0
121.7,-1.002,-22.761,1.5638,0,0,0
121.8,1.294,-22.809,-0.007,0,0,0
121.91,-1.002,-22.761,1.5638,0,0,0
122.01,1.294,-22.809,-0.007,0,0,0
122.11,1.294,-22.809,-0.007,0,0,0
122.21,1.294,-22.809,-0.007,0,0,0
122.32,1.294,-22.809,-0.007,0,0,0
122.42,-1.002,-22.761,1.5638,0,0,0
122.52,-1.002,-22.761,1.5638,0,0,0
122.62,-1.002,-22.761,1.5638,0,0,0
122.73,-1.002,-22.761,1.5638,0,0,0
122.83,-1.002,-22.761,1.5638,0,0,0
122.93,-1.002,-22.761,1.5638,0,0,0
123.03,-1.002,-22.761,1.5638,0,0,0
123.13,-1.002,-22.761,1.5638,0,0,0
123.24,-1.002,-22.761,1.5638,0,0,0
123.34,1.294,-22.809,-0.007,0,0,0
123.45,-1.002,-22.761,1.5638,0,0,0
123.55,-1.002,-22.761,1.5638,0,0,0
123.65,-1.002,-22.761,1.5638,0,0,0
123.76,-1.002,-22.761,1.5638,0,0,0
123.86,1.294,-22.809,-0.007,0,0,0
123.96,1.294,-22.809,-0.007,0,0,0
124.06,-1.002,-22.761,1.5638,0,0,0
124.16,-1.002,-22.761,1.5638,0,0,0
124.27,-1.002,-22.761,1.5638,0,0,0
124.38,1.294,-22.809,-0.007,0,0,0
124.48,-1.002,-22.761,1.5638,0,0,0
124.58,1.294,-22.809,-0.007,0,0,0
124.69,-1.002,-22.761,1.5638,0,0,0
124.79,-1.002,-22.761,1.5638,0,0,0
124.9,-1.002,-22.761,1.5638,0,0,0
125.01,-1.002,-22.761,1.5638,0,0,0
125.11,-1.002,-22.761,1.5638,0,0,0
125.21,-1.002,-22.761,1.5638,0,0,0
125.32,-1.002,-22.761,1.5638,0,0,0
125.43,-1.002,-22.761,1.5638,0,0,0
125.53,-1.002,-22.761,1.5638,0,0,0
125.63,-1.002,-22.761,1.5638,0,0,0
125.74,-1.002,-22.761,1.5638,0,0,0
125.84,-1.002,-22.761,1.5638,0,0,0
125.95,-1.002,-22.761,1.5638,0,0,0
126.05,-1.002,-22.761,1.5638,0,0,0
126.16,-1.002,-22.761,1.5638,0,0,0
126.26,1.294,-22.809,-0.007,0,0,0
126.37,-1.002,-22.761,1.5638,0,0,0
126.47,-1.002,-22.761,1.5638,0,0,0
126.58,1.294,-22.809,-0.007,0,0,0
126.68,1.294,-22.809,-0.007,0,0,0
126.78,1.294,-22.809,-0.007,0,0,0
126.89,-1.002,-22.761,1.5638,0,0,0
127.0,-1.002,-22.761,1.5638,0,0,0
127.1,-1.002,-22.761,1.5638,0,0,0
127.21,-1.002,-22.761,1.5638,0,0,0
127.31,-1.002,-22.761,1.5638,0,0,0
127.41,-1.002,-22.761,1.5638,0,0,0
127.52,-1.002,-22.761,1.5638,0,0,0
127.62,-1.002,-22.761,1.5638,0,0,0
127.72,-1.002,-22.761,1.5638,0,0,0
127.83,-1.002,-22.761,1.5638,0,0,0
127.93,-1.002,-22.761,1.5638,0,0,0
128.03,-1.002,-22.761,1.5638,0,0,0
128.14,-1.002,-22.761,1.5638,0,0,0
128.24,-1.002,-22.761,1.5638,0,0,0
128.35,-1.002,-22.761,1.5638,0,0,0
128.45,-1.002,-22.761,1.5638,0,0,0
128.55,-1.002,-22.761,1.5638,0,0,0
128.65,-1.002,-22.761,1.5638,0,0,0
128.75,-1.002,-22.761,1.5638,0,0,0
128.86,-1.002,-22.761,1.5638,0,0,0
128.96,-1.002,-22.761,1.5638,0,0,0
129.07,1.294,-22.809,-0.007,0,0,0
129.17,1.294,-22.809,-0.007,0,0,0
129.28,-1.002,-22.761,1.5638,0,0,0
129.38,1.294,-22.809,-0.007,0,0,0
129.49,1.294,-22.809,-0.007,0,0,0
129.59,1.294,-22.809,-0.007,0,0,0
129.69,1.294,-22.809,-0.007,0,0,0
129.79,-1.002,-22.761,1.5638,0,0,0
129.89,-1.002,-22.761,1.5638,0,0,0
130.0,-1.002,-22.761,1.5638,0,0,0
130.1,1.294,-22.809,-0.007,0,0,0
130.2,1.294,-22.809,-0.007,0,0,0
130.31,-1.002,-22.761,1.5638,0,0,0
130.41,-1.002,-22.761,1.5638,0,0,0
130.51,1.294,-22.809,-0.007,0,0,0
130.61,1.294,-22.809,-0.007,0,0,0
130.72,1.294,-22.809,-0.007,0,0,0
130.82,-1.002,-22.761,1.5638,0,0,0
130.92,1.294,-22.809,-0.007,0,0,0
131.03,-1.002,-22.761,1.5638,0,0,0
131.14,-1.002,-22.761,1.5638,0,0,0
131.25,-1.002,-22.761,1.5638,0,0,0
131.36,-1.002,-22.761,1.5638,0,0,0
131.46,1.294,-22.809,-0.007,0,0,0
131.56,1.294,-22.809,-0.007,0,0,0
131.67,-1.002,-22.761,1.5638,0,0,0
131.77,-1.002,-22.761,1.5638,0,0,0
131.87,1.294,-22.809,-0.007,0,0,0
131.98,1.294,-22.809,-0.007,0,0,0
132.08,1.294,-22.809,-0.007,0,0,0
132.18,1.294,-22.809,-0.007,0,0,0
132.28,-1.002,-22.761,1.5638,0,0,0
132.39,-1.002,-22.761,1.5638,0,0,0
132.49,1.294,-22.809,-0.007,0,0,0
132.6,1.294,-22.809,-0.007,0,0,0
132.7,-1.002,-22.761,1.5638,0,0,0
132.81,-1.002,-22.761,1.5638,0,0,0
132.92,2.15,15.284,1.5638,0,0,0
133.03,2.15,15.284,1.5638,0,0,0
133.13,2.15,15.284,1.5638,0,0,0
133.23,2.15,15.284,1.5638,0,0,0
133.34,4.445,15.236,-0.007,0,0,0
133.44,4.445,15.236,-0.007,0,0,0
133.55,2.15,15.284,1.5638,0,0,0
133.65,4.445,15.236,-0.007,0,0,0
133.75,4.445,15.236,-0.007,0,0,0
133.85,4.445,15.236,-0.007,0,0,0
133.96,4.445,15.236,-0.007,0,0,0
134.07,2.15,15.284,1.5638,0,0,0
134.18,2.15,15.284,1.5638,0,0,0
134.29,2.15,15.284,1.5638,0,0,0
134.39,2.15,15.284,1.5638,0,0,0
134.5,2.15,15.284,1.5638,0,0,0
134.6,2.15,15.284,1.5638,0,0,0
134.71,2.15,15.284,1.5638,0,0,0
134.82,4.445,15.236,-0.007,0,0,0
134.92,2.15,15.284,1.5638,0,0,0
135.02,2.15,15.284,1.5638,0,0,0
135.13,2.15,15.284,1.5638,0,0,0
135.24,2.15,15.284,1.5638,0,0,0
135.34,2.15,15.284,1.5638,0,0,0
135.45,2.15,15.284,1.5638,0,0,0
135.56,2.15,15.284,1.5638,0,0,0
135.66,2.15,15.284,1.5638,0,0,0
135.76,2.15,15.284,1.5638,0,0,0
135.87,2.15,15.284,1.5638,0,0,0
135.97,2.15,15.284,1.5638,0,0,0
136.07,2.15,15.284,1.5638,0,0,0
136.18,4.445,15.236,-0.007,0,0,0
136.28,2.15,15.284,1.5638,0,0,0
136.38,4.445,15.236,-0.007,0,0,0
136.48,4.445,15.236,-0.007,0,0,0
136.59,4.445,15.236,-0.007,0,0,0
136.69,4.445,15.236,-0.007,0,0,0
136.8,4.445,15.236,-0.007,0,0,0
136.9,2.15,15.284,-0.0153,0,0,0
137.0,2.083,12.989,-1.5861,0,0,0
137.1,2.083,12.989,-1.5861,0,0,0
137.21,2.083,12.989,-1.5861,0,0,0
137.31,2.15,15.284,-0.0153,0,0,0
137.41,2.083,12.989,-1.5861,0,0,0
137.51,2.083,12.989,-1.5861,0,0,0
137.61,2.15,15.284,-0.0153,0,0,0
137.71,2.15,15.284,-0.0153,0,0,0
137.81,2.15,15.284,-0.0153,0,0,0
137.92,2.15,15.284,-0.0153,0,0,0
138.02,2.083,12.989,-1.5861,0,0,0
138.13,2.083,12.989,-1.5861,0,0,0
138.23,2.083,12.989,-1.5861,0,0,0
138.34,2.15,15.284,-0.0153,0,0,0
138.44,2.15,15.284,-0.0153,0,0,0
138.54,2.15,15.284,-0.0153,0,0,0
138.66,2.15,15.284,-0.0153,0,0,0
138.76,2.15,15.284,-0.0153,0,0,0
138.87,2.15,15.284,-0.0153,0,0,0
138.97,2.15,15.284,-0.0153,0,0,0
139.07,2.15,15.284,-0.0153,0,0,0
139.18,2.15,15.284,-0.0153,0,0,0
139.28,2.15,15.284,-0.0153,0,0,0
139.39,2.15,15.284,-0.0153,0,0,0
139.49,2.15,15.284,-0.0153,0,0,0
139.6,2.083,12.989,-1.5861,0,0,0
139.71,2.15,15.284,-0.0153,0,0,0
139.81,2.083,12.989,-1.5861,0,0,0
139.91,2.083,12.989,-1.5861,0,0,0
140.01,2.15,15.284,-0.0153,0,0,0
140.11,2.15,15.284,-0.0153,0,0,0
140.22,2.15,15.284,-0.0153,0,0,0
140.32,2.15,15.284,-0.0153,0,0,0
140.42,2.083,12.989,-1.5861,0,0,0
140.53,2.083,12.989,-1.5861,0,0,0
140.63,2.083,12.989,-1.5861,0,0,0
140.73,2.15,15.284,-0.0153,0,0,0
140.84,2.15,15.284,-0.0153,0,0,0
140.94,2.083,12.989,-1.5861,0,0,0
141.04,2.083,12.989,-1.5861,0,0,0
141.14,2.083,12.989,-1.5861,0,0,0
141.25,2.15,15.284,-0.0153,0,0,0
141.35,2.15,15.284,-0.0153,0,0,0
141.45,2.15,15.284,-0.0153,0,0,0
141.55,2.083,12.989,-1.5861,0,0,0
141.66,2.083,12.989,-1.5861,0,0,0
141.76,2.083,12.989,-1.5861,0,0,0
141.86,2.15,15.284,-0.0153,0,0,0
141.96,2.083,12.989,-1.5861,0,0,0
142.07,2.083,12.989,-1.5861,0,0,0
142.17,2.083,12.989,-1.5861,0,0,0
142.28,2.15,15.284,-0.0153,0,0,0
142.39,2.15,15.284,-0.0153,0,0,0
142.49,2.15,15.284,-0.0153,0,0,0
142.59,2.15,15.284,-0.0153,0,0,0
142.69,2.15,15.284,-0.0153,0,0,0
142.79,2.15,15.284,-0.0153,0,0,0
142.9,2.15,15.284,-0.0153,0,0,0
143.0,2.083,12.989,-1.5861,0,0,0
143.1,2.083,12.989,-1.5861,0,0,0
143.2,2.083,12.989,-1.5861,0,0,0
143.31,2.15,15.284,-0.0153,0,0,0
143.41,2.083,12.989,-1.5861,0,0,0
143.51,2.15,15.284,-0.0153,0,0,0
143.61,2.083,12.989,-1.5861,0,0,0
143.72,2.083,12.989,-1.5861,0,0,0
143.82,2.15,15.284,-0.0153,0,0,0
143.92,2.15,15.284,-0.0153,0,0,0
144.02,2.083,12.989,-1.5861,0,0,0
144.13,2.083,12.989,-1.5861,0,0,0
144.23,2.083,12.989,-1.5861,0,0,0
144.33,2.15,15.284,-0.0153,0,0,0
144.43,2.15,15.284,-0.0153,0,0,0
144.54,2.752,16.037,-0.0153,0,0,0
144.64,2.752,16.037,-0.0153,0,0,0
144.75,2.685,13.742,-1.5861,0,0,0
144.85,2.752,16.037,-0.0153,0,0,0
144.95,2.752,16.037,-0.0153,0,0,0
145.05,2.752,16.037,-0.0153,0,0,0
145.16,2.685,13.742,-1.5861,0,0,0
145.26,2.685,13.742,-1.5861,0,0,0
145.36,2.752,16.037,-0.0153,0,0,0
145.46,2.752,16.037,-0.0153,0,0,0
145.57,2.752,16.037,-0.0153,0,0,0
145.67,2.752,16.037,-0.0153,0,0,0
145.77,2.752,16.037,-0.0153,0,0,0
145.87,2.752,16.037,-0.0153,0,0,0
145.98,2.752,16.037,-0.0153,0,0,0
146.08,2.752,16.037,-0.0153,0,0,0
146.18,2.752,16.037,-0.0153,0,0,0
146.28,2.752,16.037,-0.0153,0,0,0
146.39,2.752,16.037,-0.0153,0,0,0
146.5,2.752,16.037,-0.0153,0,0,0
146.6,2.752,16.037,-0.0153,0,0,0
146.71,2.752,16.037,-0.0153,0,0,0
146.81,2.685,13.742,-1.5861,0,0,0
146.91,2.752,16.037,-0.0153,0,0,0
147.01,2.752,16.037,-0.0153,0,0,0
147.12,2.752,16.037,-0.0153,0,0,0
147.22,2.685,13.742,-1.5861,0,0,0
147.33,2.685,13.742,-1.5861,0,0,0
147.43,2.752,16.037,-0.0153,0,0,0
147.53,2.685,13.742,-1.5861,0,0,0
147.63,2.752,16.037,-0.0153,0,0,0
147.73,2.752,16.037,-0.0153,0,0,0
147.84,2.685,13.742,-1.5861,0,0,0
147.94,2.752,16.037,-0.0153,0,0,0
148.04,2.752,16.037,-0.0153,0,0,0
148.14,2.752,16.037,-0.0153,0,0,0
148.24,2.752,16.037,-0.0153,0,0,0
148.35,2.752,16.037,-0.0153,0,0,0
148.45,2.752,16.037,-0.0153,0,0,0
148.56,2.752,16.037,-0.0153,0,0,0
148.66,2.752,16.037,-0.0153,0,0,0
148.77,2.752,16.037,-0.0153,0,0,0
148.87,2.752,16.037,-0.0153,0,0,0
148.97,2.752,16.037,-0.0153,0,0,0
149.08,2.752,16.037,-0.0153,0,0,0
149.19,2.752,16.037,-0.0153,0,0,0
149.29,2.752,16.037,-0.0153,0,0,0
149.39,2.752,16.037,-0.0153,0,0,0
149.49,2.752,16.037,-0.0153,0,0,0
149.59,2.752,16.037,-0.0153,0,0,0
149.69,2.752,16.037,-0.0153,0,0,0
149.8,2.752,16.037,-0.0153,0,0,0
149.9,2.752,16.037,-0.0153,0,0,0
150.0,2.752,16.037,-0.0153,0,0,0
150.11,2.752,16.037,-0.0153,0,0,0
150.21,2.752,16.037,-0.0153,0,0,0
150.31,2.752,16.037,-0.0153,0,0,0
150.42,2.752,16.037,-0.0153,0,0,0
150.53,2.752,16.037,-0.0153,0,0,0
150.64,2.752,16.037,-0.0153,0,0,0
150.74,2.685,13.742,-1.5861,0,0,0
150.85,2.752,16.037,-0.0153,0,0,0
150.95,2.752,16.037,-0.0153,0,0,0
151.06,2.685,13.742,-1.5861,0,0,0
151.16,2.685,13.742,-1.5861,0,0,0
151.26,2.752,16.037,-0.0153,0,0,0
151.37,2.752,16.037,-0.0153,0,0,0
151.47,2.752,16.037,-0.0153,0,0,0
151.58,2.752,16.037,-0.0153,0,0,0
151.68,2.752,16.037,-0.0153,0,0,0
151.79,2.752,16.037,-0.0153,0,0,0
151.89,2.752,16.037,-0.0153,0,0,0
152.0,2.752,16.037,-0.0153,0,0,0
152.1,2.752,16.037,-0.0153,0,0,0
152.2,2.752,16.037,-0.0153,0,0,0
152.3,2.752,16.037,-0.0153,0,0,0
152.41,2.752,16.037,-0.0153,0,0,0
152.51,2.752,16.037,-0.0153,0,0,0
152.62,2.752,16.037,-0.0153,0,0,0
152.72,2.752,16.037,-0.0153,0,0,0
152.82,2.752,16.037,-0.0153,0,0,0
152.93,2.752,16.037,-0.0153,0,0,0
153.03,2.752,16.037,-0.0153,0,0,0
153.14,2.752,16.037,-0.0153,0,0,0
153.24,2.685,13.742,-1.5861,0,0,0
153.35,2.685,13.742,-1.5861,0,0,0
153.45,2.685,13.742,-1.5861,0,0,0
153.55,2.752,16.037,-0.0153,0,0,0
153.65,2.685,13.742,-1.5861,0,0,0
153.76,2.752,16.037,-0.0153,0,0,0
153.86,2.752,16.037,-0.0153,0,0,0
153.97,2.752,16.037,-0.0153,0,0,0
154.07,2.752,16.037,-0.0153,0,0,0
154.18,2.752,16.037,-0.0153,0,0,0
154.28,2.752,16.037,-0.0153,0,0,0
154.38,2.752,16.037,-0.0153,0,0,0
154.48,2.752,16.037,-0.0153,0,0,0
154.58,2.752,16.037,-0.0153,0,0,0
154.68,2.752,16.037,-0.0153,0,0,0
154.79,2.752,16.037,-0.0153,0,0,0
154.9,2.752,16.037,-0.0153,0,0,0
155.0,2.752,16.037,-0.0153,0,0,0
155.1,2.752,16.037,-0.0153,0,0,0
155.2,2.752,16.037,-0.0153,0,0,0
155.31,2.752,16.037,-0.0153,0,0,0
155.42,2.752,16.037,-0.0153,0,0,0
155.53,2.685,13.742,-1.5861,0,0,0
155.63,2.752,16.037,-0.0153,0,0,0
155.74,2.685,13.742,-1.5861,0,0,0
155.84,2.752,16.037,-0.0153,0,0,0
155.94,2.752,16.037,-0.0153,0,0,0
156.05,2.685,13.742,-1.5861,0,0,0
156.15,2.752,16.037,-0.0153,0,0,0
156.25,2.752,16.037,-0.0153,0,0,0
156.36,2.685,13.742,-1.5861,0,0,0
156.46,2.752,16.037,-0.0153,0,0,0
156.56,2.752,16.037,-0.0153,0,0,0
156.66,2.752,16.037,-0.0153,0,0,0
156.77,2.752,16.037,-0.0153,0,0,0
156.87,2.752,16.037,-0.0153,0,0,0
156.98,2.685,13.742,-1.5861,0,0,0
157.08,2.685,13.742,-1.5861,0,0,0
157.18,2.685,13.742,-1.5861,0,0,0
157.28,2.752,16.037,-0.0153,0,0,0
157.39,2.752,16.037,-0.0153,0,0,0
157.49,2.685,13.742,-1.5861,0,0,0
157.59,2.685,13.742,-1.5861,0,0,0
157.69,2.752,16.037,-0.0153,0,0,0
157.79,2.685,13.742,-1.5861,0,0,0
157.9,2.685,13.742,-1.5861,0,0,0
158.0,2.685,13.742,-1.5861,0,0,0
158.11,2.685,13.742,-1.5861,0,0,0
158.21,2.752,16.037,-0.0153,0,0,0
158.31,2.752,16.037,-0.0153,0,0,0
158.42,2.685,13.742,-1.5861,0,0,0
158.52,2.752,16.037,-0.0153,0,0,0
158.62,2.685,13.742,-1.5861,0,0,0
158.72,2.752,16.037,-0.0153,0,0,0
158.82,2.752,16.037,-0.0153,0,0,0
158.92,2.685,13.742,-1.5861,0,0,0
159.03,2.685,13.742,-1.5861,0,0,0
159.13,2.685,13.742,-1.5861,0,0,0
159.23,2.752,16.037,-0.0153,0,0,0
159.34,2.685,13.742,-1.5861,0,0,0
159.44,2.752,16.037,-0.0153,0,0,0
159.54,2.685,13.742,-1.5861,0,0,0
159.65,2.685,13.742,-1.5861,0,0,0
159.75,2.752,16.037,-0.0153,0,0,0
159.85,2.752,16.037,-0.0153,0,0,0
159.96,2.752,16.037,-0.0153,0,0,0
160.06,2.752,16.037,-0.0153,0,0,0
160.16,2.752,16.037,-0.0153,0,0,0
160.27,2.752,16.037,-0.0153,0,0,0
160.37,2.752,16.037,-0.0153,0,0,0
160.47,2.752,16.037,-0.0153,0,0,0
160.58,2.685,13.742,-1.5861,0,0,0
160.68,2.685,13.742,-1.5861,0,0,0
160.78,2.752,16.037,-0.0153,0,0,0
160.88,2.752,16.037,-0.0153,0,0,0
160.98,2.685,13.742,-1.5861,0,0,0
161.09,2.685,13.742,-1.5861,0,0,0
161.19,2.685,13.742,-1.5861,0,0,0
161.29,2.752,16.037,-0.0153,0,0,0
161.4,2.752,16.037,-0.0153,0,0,0
161.5,2.685,13.742,-1.5861,0,0,0
161.6,2.685,13.742,-1.5861,0,0,0
161.71,2.685,13.742,-1.5861,0,0,0
161.82,2.752,16.037,-0.0153,0,0,0
161.92,2.752,16.037,-0.0153,0,0,0
162.02,2.752,16.037,-0.0153,0,0,0
162.12,2.752,16.037,-0.0153,0,0,0
162.23,2.752,16.037,-0.0153,0,0,0
162.33,2.752,16.037,-0.0153,0,0,0
162.44,2.752,16.037,-0.0153,0,0,0
162.54,2.752,16.037,-0.0153,0,0,0
162.64,2.752,16.037,-0.0153,0,0,0
162.76,2.752,16.037,-0.0153,0,0,0
162.86,2.752,16.037,-0.0153,0,0,0
162.97,2.752,16.037,-0.0153,0,0,0
163.07,2.752,16.037,-0.0153,0,0,0
163.18,2.752,16.037,-0.0153,0,0,0
163.28,2.752,16.037,-0.0153,0,0,0
163.38,2.752,16.037,-0.0153,0,0,0
163.49,2.752,16.037,-0.0153,0,0,0
163.6,2.685,13.742,-1.5861,0,0,0
163.7,2.752,16.037,-0.0153,0,0,0
163.8,2.752,16.037,-0.0153,0,0,0
163.91,2.685,13.742,-1.5861,0,0,0
164.01,2.685,13.742,-1.5861,0,0,0
164.11,2.685,13.742,-1.5861,0,0,0
164.21,2.752,16.037,-0.0153,0,0,0
164.31,2.685,13.742,-1.5861,0,0,0
164.42,2.685,13.742,-1.5861,0,0,0
164.52,2.752,16.037,-0.0153,0,0,0
164.62,2.685,13.742,-1.5861,0,0,0
164.72,2.685,13.742,-1.5861,0,0,0
164.83,2.752,16.037,-0.0153,0,0,0
164.93,2.752,16.037,-0.0153,0,0,0
165.03,2.752,16.037,-0.0153,0,0,0
165.13,2.752,16.037,-0.0153,0,0,0
165.24,2.752,16.037,-0.0153,0,0,0
165.35,2.752,16.037,-0.0153,0,0,0
165.45,2.752,16.037,-0.0153,0,0,0
165.55,2.752,16.037,-0.0153,0,0,0
165.65,2.752,16.037,-0.0153,0,0,0
165.76,2.752,16.037,-0.0153,0,0,0
165.86,2.685,13.742,-1.5861,0,0,0
165.96,2.685,13.742,-1.5861,0,0,0
166.06,2.685,13.742,-1.5861,0,0,0
166.17,2.685,13.742,-1.5861,0,0,0
166.27,2.752,16.037,-0.0153,0,0,0
166.37,2.685,13.742,-1.5861,0,0,0
166.47,2.685,13.742,-1.5861,0,0,0
166.58,2.685,13.742,-1.5861,0,0,0
166.69,2.752,16.037,-0.0153,0,0,0
166.8,2.752,16.037,-0.0153,0,0,0
166.91,2.752,16.037,-0.0153,0,0,0
167.01,2.752,16.037,-0.0153,0,0,0
167.11,2.752,16.037,-0.0153,0,0,0
167.22,2.752,16.037,-0.0153,0,0,0
167.33,2.752,16.037,-0.0153,0,0,0
167.43,2.752,16.037,-0.0153,0,0,0
167.53,2.752,16.037,-0.0153,0,0,0
167.63,2.752,16.037,-0.0153,0,0,0
167.73,2.752,16.037,-0.0153,0,0,0
167.83,2.752,16.037,-0.0153,0,0,0
167.94,2.752,16.037,-0.0153,0,0,0
168.04,2.752,16.037,-0.0153,0,0,0
168.14,2.752,16.037,-0.0153,0,0,0
168.25,2.752,16.037,-0.0153,0,0,0
168.35,2.752,16.037,-0.0153,0,0,0
168.46,2.752,16.037,-0.0153,0,0,0
168.56,2.752,16.037,-0.0153,0,0,0
168.67,2.752,16.037,-0.0153,0,0,0
168.77,2.752,16.037,-0.0153,0,0,0
168.88,2.752,16.037,-0.0153,0,0,0
168.98,2.752,16.037,-0.0153,0,0,0
169.08,2.685,13.742,-1.5861,0,0,0
169.18,2.752,16.037,-0.0153,0,0,0
169.28,2.752,16.037,-0.0153,0,0,0
169.38,2.752,16.037,-0.0153,0,0,0
169.49,2.685,13.742,-1.5861,0,0,0
169.59,2.685,13.742,-1.5861,0,0,0
169.69,2.752,16.037,-0.0153,0,0,0
169.79,2.752,16.037,-0.0153,0,0,0
169.89,2.685,13.742,-1.5861,0,0,0
170.0,2.685,13.742,-1.5861,0,0,0
170.1,2.685,13.742,-1.5861,0,0,0
170.2,2.752,16.037,-0.0153,0,0,0
170.31,2.752,16.037,-0.0153,0,0,0
170.41,2.752,16.037,-0.0153,0,0,0
170.51,2.752,16.037,-0.0153,0,0,0
170.62,2.685,13.742,-1.5861,0,0,0
170.73,2.752,16.037,-0.0153,0,0,0
170.83,2.752,16.036,-0.0152,0,20,20
170.93,2.752,16.031,-0.0152,0,20,20
171.04,2.752,16.022,-0.0152,0,20,20
171.15,2.752,16.01,-0.0152,0,20,20
171.25,2.751,15.995,-0.0152,0,20,20
171.35,2.751,15.978,-0.0151,0,40,40
171.45,2.751,15.955,-0.0151,0,40,40
171.55,2.75,15.925,-0.015,0,40,40
171.66,2.749,15.886,-0.015,0,40,40
171.77,2.749,15.846,-0.015,0,40,40
171.87,2.748,15.803,-0.015,0,40,40
171.97,2.747,15.756,-0.0149,0,40,40
172.07,2.747,15.706,-0.0149,0,40,40
172.17,2.746,15.654,-0.0149,0,40,40
172.28,2.745,15.594,-0.0149,0,40,40
172.38,2.744,15.544,-0.0149,0,40,40
172.49,2.743,15.474,-0.0148,0,40,40
172.6,2.742,15.415,-0.0148,0,40,40
172.7,2.741,15.355,-0.0148,0,40,40
172.81,2.74,15.288,-0.0148,0,40,40
172.91,2.74,15.226,-0.0147,0,40,40
173.01,2.739,15.164,-0.0147,0,40,40
173.11,2.738,15.101,-0.0147,0,40,40
173.22,2.737,15.037,-0.0147,0,40,40
173.32,2.735,14.973,-0.0149,1,40,40
173.42,2.731,14.903,-0.0171,1,40,40
173.52,2.726,14.838,-0.0195,1,40,40
173.63,2.722,14.773,-0.0214,1,40,40
173.74,2.63,12.404,-1.5946,1,40,40
173.84,2.621,12.337,-1.5967,1,40,40
173.95,2.611,12.27,-1.5989,1,40,40
174.05,2.703,14.503,-0.0301,1,40,40
174.16,2.697,14.43,-0.0324,1,40,40
174.26,2.691,14.363,-0.0346,1,40,40
174.37,2.686,14.296,-0.0367,1,40,40
174.47,2.558,11.932,-1.6098,1,40,40
174.58,2.547,11.864,-1.612,1,40,40
174.69,2.667,14.082,-0.0436,1,40,40
174.8,2.66,14.008,-0.046,1,40,40
174.9,2.654,13.941,-0.0481,1,40,40
175.0,2.648,13.874,-0.0503,1,40,40
175.1,2.641,13.807,-0.0524,1,40,40
175.21,2.634,13.74,-0.0546,1,40,40
175.31,2.627,13.672,-0.0567,1,40,40
175.41,2.62,13.605,-0.0589,1,40,40
175.51,2.612,13.531,-0.0613,1,40,40
175.62,2.604,13.457,-0.0636,1,40,40
