t,x,y,yaw,steer,l,r
57.65,1.294,-22.809,-0.0069,0,0,0
57.75,-1.001,-22.761,1.5639,0,0,0
57.86,-1.001,-22.761,1.5639,0,0,0
57.96,-1.001,-22.761,1.5639,0,0,0
58.08,-1.001,-22.761,1.5639,0,0,0
58.18,-1.001,-22.761,1.5639,0,0,0
58.28,-1.001,-22.761,1.5639,0,0,0
58.39,-1.001,-22.761,1.5639,0,0,0
58.49,1.294,-22.809,-0.0069,0,0,0
58.6,-1.001,-22.761,1.5639,0,0,0
58.7,1.294,-22.809,-0.0069,0,0,0
58.8,1.294,-22.809,-0.0069,0,0,0
58.91,1.294,-22.809,-0.0069,0,0,0
59.01,1.294,-22.809,-0.0069,0,0,0
59.11,-1.001,-22.761,1.5639,0,0,0
59.21,-1.001,-22.761,1.5639,0,0,0
59.31,-1.001,-22.761,1.5639,0,0,0
59.42,-1.001,-22.761,1.5639,0,0,0
59.52,1.294,-22.809,-0.0069,0,0,0
59.63,-1.001,-22.761,1.5639,0,0,0
59.73,-1.001,-22.761,1.5639,0,0,0
59.83,1.294,-22.809,-0.0069,0,0,0
59.93,1.294,-22.809,-0.0069,0,0,0
60.04,1.294,-22.809,-0.0069,0,0,0
60.14,-1.001,-22.761,1.5639,0,0,0
60.25,-1.001,-22.761,1.5639,0,0,0
60.35,-1.001,-22.761,1.5639,0,0,0
60.46,-1.001,-22.761,1.5639,0,0,0
60.56,-1.001,-22.761,1.5639,0,0,0
60.67,-1.001,-22.761,1.5639,0,0,0
60.77,-1.001,-22.761,1.5639,0,0,0
60.88,-1.001,-22.761,1.5639,0,0,0
60.99,-1.001,-22.761,1.5639,0,0,0
61.1,-1.001,-22.761,1.5639,0,0,0
61.2,-1.001,-22.761,1.5639,0,0,0
61.3,-1.001,-22.761,1.5639,0,0,0
61.41,1.294,-22.809,-0.0069,0,0,0
61.51,-1.001,-22.761,1.5639,0,0,0
61.61,1.294,-22.809,-0.0069,0,0,0
61.71,-1.001,-22.761,1.5639,0,0,0
61.81,-1.001,-22.761,1.5639,0,0,0
61.92,1.294,-22.809,-0.0069,0,0,0
62.02,-1.001,-22.761,1.5639,0,0,0
62.12,1.294,-22.809,-0.0069,0,0,0
62.22,-1.001,-22.761,1.5639,0,0,0
62.33,-1.001,-22.761,1.5639,0,0,0
62.43,1.294,-22.809,-0.0069,0,0,0
62.54,1.294,-22.809,-0.0069,0,0,0
62.64,-1.001,-22.761,1.5639,0,0,0
62.75,-1.001,-22.761,1.5639,0,0,0
62.85,-1.001,-22.761,1.5639,0,0,0
62.95,1.294,-22.809,-0.0069,0,0,0
63.05,-1.001,-22.761,1.5639,0,0,0
63.16,-1.001,-22.761,1.5639,0,0,0
63.26,-1.001,-22.761,1.5639,0,0,0
63.36,-1.001,-22.761,1.5639,0,0,0
63.47,1.294,-22.809,-0.0069,0,0,0
63.57,-1.001,-22.761,1.5639,0,0,0
63.67,-1.001,-22.761,1.5639,0,0,0
63.77,-1.001,-22.761,1.5639,0,0,0
63.88,1.294,-22.809,-0.0069,0,0,0
63.98,1.294,-22.809,-0.0069,0,0,0
64.08,-1.001,-22.761,1.5639,0,0,0
64.19,-1.001,-22.761,1.5639,0,0,0
64.29,-1.001,-22.761,1.5639,0,0,0
64.39,-1.001,-22.761,1.5639,0,0,0
64.5,-1.001,-22.761,1.5639,0,0,0
64.6,-1.001,-22.761,1.5639,0,0,0
64.7,-1.001,-22.761,1.5639,0,0,0
64.8,-1.001,-22.761,1.5639,0,0,0
64.91,-1.001,-22.761,1.5639,0,0,0
65.01,-1.001,-22.761,1.5639,0,0,0
65.11,-1.001,-22.761,1.5639,0,0,0
65.22,-1.001,-22.761,1.5639,0,0,0
65.32,-1.001,-22.761,1.5639,0,0,0
65.43,-1.002,-22.761,1.5639,0,0,0
65.54,-1.002,-22.761,1.5639,0,0,0
65.64,-1.002,-22.761,1.5639,0,0,0
65.75,-1.002,-22.761,1.5639,0,0,0
65.86,1.294,-22.809,-0.0069,0,0,0
65.96,-1.002,-22.761,1.5639,0,0,0
66.07,-1.002,-22.761,1.5639,0,0,0
66.18,-1.002,-22.761,1.5639,0,0,0
66.29,-1.002,-22.761,1.5639,0,0,0
66.4,-1.002,-22.761,1.5639,0,0,0
66.5,-1.002,-22.761,1.5639,0,0,0
66.61,1.294,-22.809,-0.0069,0,0,0
66.71,1.294,-22.809,-0.0069,0,0,0
66.82,-1.002,-22.761,1.5639,0,0,0
66.92,1.294,-22.809,-0.0069,0,0,0
67.02,1.294,-22.809,-0.0069,0,0,0
67.13,1.294,-22.809,-0.0069,0,0,0
67.23,1.294,-22.809,-0.0069,0,0,0
67.34,-1.002,-22.761,1.5639,0,0,0
67.45,-1.002,-22.761,1.5639,0,0,0
67.55,-1.002,-22.761,1.5639,0,0,0
67.65,-1.002,-22.761,1.5639,0,0,0
67.75,-1.002,-22.761,1.5639,0,0,0
67.86,-1.002,-22.761,1.5639,0,0,0
67.96,-1.002,-22.761,1.5639,0,0,0
68.06,-1.002,-22.761,1.5639,0,0,0
68.17,-1.002,-22.761,1.5639,0,0,0
68.28,-1.002,-22.761,1.5639,0,0,0
68.38,-1.002,-22.761,1.5639,0,0,0
68.48,-1.002,-22.761,1.5639,0,0,0
68.58,-1.002,-22.761,1.5639,0,0,0
68.69,-1.002,-22.761,1.5639,0,0,0
68.8,-1.002,-22.761,1.5639,0,0,0
68.9,-1.002,-22.761,1.5639,0,0,0
69.0,-1.002,-22.761,1.5639,0,0,0
69.1,-1.002,-22.761,1.5639,0,0,0
69.21,1.294,-22.809,-0.0069,0,0,0
69.31,-1.002,-22.761,1.5639,0,0,0
69.42,1.294,-22.809,-0.0069,0,0,0
69.52,-1.002,-22.761,1.5639,0,0,0
69.62,-1.002,-22.761,1.5639,0,0,0
69.73,-1.002,-22.761,1.5639,0,0,0
69.83,-1.002,-22.761,1.5639,0,0,0
69.93,-1.002,-22.761,1.5639,0,0,0
70.04,1.294,-22.809,-0.0069,0,0,0
70.14,1.294,-22.809,-0.0069,0,0,0
70.24,-1.002,-22.761,1.5639,0,0,0
70.34,1.294,-22.809,-0.0069,0,0,0
70.44,-1.002,-22.761,1.5639,0,0,0
70.55,1.294,-22.809,-0.0069,0,0,0
70.65,-1.002,-22.761,1.5639,0,0,0
70.76,-1.002,-22.761,1.5639,0,0,0
70.86,-1.002,-22.761,1.5639,0,0,0
70.97,-1.002,-22.761,1.5639,0,0,0
71.07,-1.002,-22.761,1.5639,0,0,0
71.18,-1.002,-22.761,1.5639,0,0,0
71.28,-1.002,-22.761,1.5639,0,0,0
71.39,-1.002,-22.761,1.5639,0,0,0
71.49,-1.002,-22.761,1.5639,0,0,0
71.6,-1.002,-22.761,1.5639,0,0,0
71.71,-1.002,-22.761,1.5639,0,0,0
71.81,-1.002,-22.761,1.5639,0,0,0
71.91,-1.002,-22.761,1.5639,0,0,0
72.02,-1.002,-22.761,1.5639,0,0,0
72.12,-1.002,-22.761,1.5639,0,0,0
72.23,-1.002,-22.761,1.5639,0,0,0
72.33,1.294,-22.809,-0.0069,0,0,0
72.43,-1.002,-22.761,1.5639,0,0,0
72.54,1.294,-22.809,-0.0069,0,0,0
72.64,1.294,-22.809,-0.0069,0,0,0
72.75,-1.002,-22.761,1.5639,0,0,0
72.85,-1.002,-22.761,1.5639,0,0,0
72.95,1.294,-22.809,-0.0069,0,0,0
73.05,1.294,-22.809,-0.0069,0,0,0
73.15,-1.002,-22.761,1.5639,0,0,0
73.25,-1.002,-22.761,1.5639,0,0,0
73.36,1.294,-22.809,-0.0069,0,0,0
73.46,1.294,-22.809,-0.0069,0,0,0
73.56,1.294,-22.809,-0.0069,0,0,0
73.67,-1.002,-22.761,1.5639,0,0,0
73.77,1.294,-22.809,-0.0069,0,0,0
73.87,1.294,-22.809,-0.0069,0,0,0
73.97,1.294,-22.809,-0.0069,0,0,0
74.08,1.294,-22.809,-0.0069,0,0,0
74.18,-1.002,-22.761,1.5639,0,0,0
74.28,-1.002,-22.761,1.5639,0,0,0
74.38,-1.002,-22.761,1.5639,0,0,0
74.48,1.294,-22.809,-0.0069,0,0,0
74.59,1.294,-22.809,-0.0069,0,0,0
74.69,-1.002,-22.761,1.5639,0,0,0
74.79,-1.002,-22.761,1.5639,0,0,0
74.9,1.294,-22.809,-0.0069,0,0,0
75.0,1.294,-22.809,-0.0069,0,0,0
75.1,1.294,-22.809,-0.0069,0,0,0
75.21,-1.002,-22.761,1.5639,0,0,0
75.31,-1.002,-22.761,1.5639,0,0,0
75.42,-1.002,-22.761,1.5639,0,0,0
75.52,1.294,-22.809,-0.0069,0,0,0
75.62,1.294,-22.809,-0.0069,0,0,0
75.72,-1.002,-22.761,1.5639,0,0,0
75.82,1.294,-22.809,-0.0069,0,0,0
75.92,1.294,-22.809,-0.0069,0,0,0
76.02,-1.002,-22.761,1.5639,0,0,0
76.13,-1.002,-22.761,1.5639,0,0,0
76.23,-1.002,-22.761,1.5639,0,0,0
76.34,-1.002,-22.761,1.5639,0,0,0
76.44,1.294,-22.809,-0.0069,0,0,0
76.55,1.294,-22.809,-0.0069,0,0,0
76.65,1.294,-22.809,-0.0069,0,0,0
76.75,-1.002,-22.761,1.5639,0,0,0
76.85,-1.002,-22.761,1.5639,0,0,0
76.95,1.294,-22.809,-0.0069,0,0,0
77.06,1.294,-22.809,-0.0069,0,0,0
77.17,1.294,-22.809,-0.0069,0,0,0
77.27,-1.002,-22.761,1.5639,0,0,0
77.37,-1.002,-22.761,1.5639,0,0,0
77.48,1.294,-22.809,-0.0069,0,0,0
77.58,1.294,-22.809,-0.0069,0,0,0
77.69,1.294,-22.809,-0.0069,0,0,0
77.79,-1.002,-22.761,1.5639,0,0,0
77.89,-1.002,-22.761,1.5639,0,0,0
78.0,-1.002,-22.761,1.5639,0,0,0
78.1,1.294,-22.809,-0.0069,0,0,0
78.2,1.294,-22.809,-0.0069,0,0,0
78.3,-1.002,-22.761,1.5639,0,0,0
78.4,1.294,-22.809,-0.0069,0,0,0
78.51,-1.002,-22.761,1.5639,0,0,0
78.61,-1.002,-22.761,1.5639,0,0,0
78.71,-1.002,-22.761,1.5639,0,0,0
78.82,-1.002,-22.761,1.5639,0,0,0
78.92,-1.002,-22.761,1.5639,0,0,0
79.03,-1.002,-22.761,1.5639,0,0,0
79.13,1.294,-22.809,-0.0069,0,0,0
79.24,1.294,-22.809,-0.0069,0,0,0
79.34,-1.002,-22.761,1.5639,0,0,0
79.44,-1.002,-22.761,1.5639,0,0,0
79.55,-1.002,-22.761,1.5639,0,0,0
79.65,-1.002,-22.761,1.5639,0,0,0
79.76,-1.002,-22.761,1.5639,0,0,0
79.86,-1.002,-22.761,1.5639,0,0,0
79.97,-1.002,-22.761,1.5639,0,0,0
80.08,-1.002,-22.761,1.5639,0,0,0
80.19,-1.002,-22.761,1.5639,0,0,0
80.29,-1.002,-22.761,1.5639,0,0,0
80.39,-1.002,-22.761,1.5639,0,0,0
80.5,-1.002,-22.761,1.5639,0,0,0
80.6,-1.002,-22.761,1.5639,0,0,0
80.71,-1.002,-22.761,1.5639,0,0,0
80.81,-1.002,-22.761,1.5639,0,0,0
80.91,1.294,-22.809,-0.0069,0,0,0
81.02,1.294,-22.809,-0.0069,0,0,0
81.12,1.294,-22.809,-0.0069,0,0,0
81.23,-1.002,-22.761,1.5639,0,0,0
81.33,-1.002,-22.761,1.5639,0,0,0
81.43,1.294,-22.809,-0.0069,0,0,0
81.53,1.294,-22.809,-0.0069,0,0,0
81.63,1.294,-22.809,-0.0069,0,0,0
81.73,1.294,-22.809,-0.0069,0,0,0
81.84,-1.002,-22.761,1.5639,0,0,0
81.94,-1.002,-22.761,1.5639,0,0,0
82.04,-1.002,-22.761,1.5639,0,0,0
82.14,-1.002,-22.761,1.5639,0,0,0
82.24,-1.002,-22.761,1.5639,0,0,0
82.35,-1.002,-22.761,1.5639,0,0,0
82.46,1.294,-22.809,-0.0069,0,0,0
82.56,1.294,-22.809,-0.0069,0,0,0
82.67,1.294,-22.809,-0.0069,0,0,0
82.78,-1.002,-22.761,1.5639,0,0,0
82.88,-1.002,-22.761,1.5639,0,0,0
82.98,-1.002,-22.761,1.5639,0,0,0
83.08,-1.002,-22.761,1.5639,0,0,0
83.19,-1.002,-22.761,1.5639,0,0,0
83.29,-1.002,-22.761,1.5639,0,0,0
83.4,-1.002,-22.761,1.5639,0,0,0
83.5,-1.002,-22.761,1.5639,0,0,0
83.6,-1.002,-22.761,1.5639,0,0,0
83.71,-1.002,-22.761,1.5639,0,0,0
83.82,-1.002,-22.761,1.5639,0,0,0
83.92,-1.002,-22.761,1.5639,0,0,0
84.03,-1.002,-22.761,1.5639,0,0,0
84.13,-1.002,-22.761,1.5639,0,0,0
84.23,-1.002,-22.761,1.5639,0,0,0
84.34,-1.002,-22.761,1.5639,0,0,0
84.44,-1.002,-22.761,1.5639,0,0,0
84.54,-1.002,-22.761,1.5639,0,0,0
84.65,-1.002,-22.761,1.5639,0,0,0
84.76,-1.002,-22.761,1.5639,0,0,0
84.86,-1.002,-22.761,1.5639,0,0,0
84.97,1.294,-22.809,-0.0069,0,0,0
85.07,1.294,-22.809,-0.0069,0,0,0
85.17,-1.002,-22.761,1.5639,0,0,0
85.28,-1.002,-22.761,1.5639,0,0,0
85.39,-1.002,-22.761,1.5639,0,0,0
85.49,-1.002,-22.761,1.5639,0,0,0
85.6,-1.002,-22.761,1.5639,0,0,0
85.7,-1.002,-22.761,1.5639,0,0,0
85.81,-1.002,-22.761,1.5639,0,0,0
85.91,-1.002,-22.761,1.5639,0,0,0
86.02,-1.002,-22.761,1.5639,0,0,0
86.12,-1.002,-22.761,1.5639,0,0,0
86.22,1.294,-22.809,-0.0069,0,0,0
86.33,1.294,-22.809,-0.0069,0,0,0
86.44,1.294,-22.809,-0.0069,0,0,0
86.54,-1.002,-22.761,1.5639,0,0,0
86.64,-1.002,-22.761,1.5639,0,0,0
86.74,-1.002,-22.761,1.5639,0,0,0
86.84,-1.002,-22.761,1.5639,0,0,0
86.95,1.294,-22.809,-0.0069,0,0,0
87.05,-1.002,-22.761,1.5639,0,0,0
87.15,-1.002,-22.761,1.5639,0,0,0
87.26,-1.002,-22.761,1.5639,0,0,0
87.36,-1.002,-22.761,1.5639,0,0,0
87.47,-1.002,-22.761,1.5639,0,0,0
87.58,-1.002,-22.761,1.5639,0,0,0
87.69,-1.002,-22.761,1.5639,0,0,0
87.79,-1.002,-22.761,1.5639,0,0,0
87.89,-1.002,-22.761,1.5639,0,0,0
88.0,-1.002,-22.761,1.5639,0,0,0
88.1,1.294,-22.809,-0.0069,0,0,0
88.21,1.294,-22.809,-0.0069,0,0,0
88.32,-1.002,-22.761,1.5639,0,0,0
88.43,-1.002,-22.761,1.5639,0,0,0
88.53,-1.002,-22.761,1.5639,0,0,0
88.64,-1.002,-22.761,1.5639,0,0,0
88.75,-1.002,-22.761,1.5639,0,0,0
88.85,-1.002,-22.761,1.5639,0,0,0
88.96,-1.002,-22.761,1.5639,0,0,0
89.06,-1.002,-22.761,1.5639,0,0,0
89.16,-1.002,-22.761,1.5639,0,0,0
89.26,-1.002,-22.761,1.5639,0,0,0
89.37,-1.002,-22.761,1.5639,0,0,0
89.47,1.294,-22.809,-0.0069,0,0,0
89.57,1.294,-22.809,-0.0069,0,0,0
89.68,1.294,-22.809,-0.0069,0,0,0
89.78,-1.002,-22.761,1.5639,0,0,0
89.88,-1.002,-22.761,1.5639,0,0,0
89.99,1.294,-22.809,-0.0069,0,0,0
90.09,1.294,-22.809,-0.0069,0,0,0
90.2,-1.002,-22.761,1.5639,0,0,0
90.31,-1.002,-22.761,1.5639,0,0,0
90.41,-1.002,-22.761,1.5639,0,0,0
90.52,-1.002,-22.761,1.5639,0,0,0
90.62,-1.002,-22.761,1.5639,0,0,0
90.72,-1.002,-22.761,1.5639,0,0,0
90.83,-1.002,-22.761,1.5639,0,0,0
90.93,-1.002,-22.761,1.5639,0,0,0
91.03,-1.002,-22.761,1.5639,0,0,0
91.14,-1.002,-22.761,1.5639,0,0,0
91.25,1.294,-22.809,-0.0069,0,0,0
91.35,1.294,-22.809,-0.0069,0,0,0
91.45,1.294,-22.809,-0.0069,0,0,0
91.56,1.294,-22.809,-0.0069,0,0,0
91.66,-1.002,-22.761,1.5639,0,0,0
91.77,-1.002,-22.761,1.5639,0,0,0
91.87,1.294,-22.809,-0.0069,0,0,0
91.97,1.294,-22.809,-0.0069,0,0,0
92.07,1.294,-22.809,-0.0069,0,0,0
92.18,-1.002,-22.761,1.5639,0,0,0
92.28,1.294,-22.809,-0.0069,0,0,0
92.38,1.294,-22.809,-0.0069,0,0,0
92.49,1.294,-22.809,-0.0069,0,0,0
92.59,1.294,-22.809,-0.0069,0,0,0
92.7,-1.002,-22.761,1.5639,0,0,0
92.8,-1.002,-22.761,1.5639,0,0,0
92.9,1.294,-22.809,-0.0069,0,0,0
93.0,1.294,-22.809,-0.0069,0,0,0
93.11,1.294,-22.809,-0.0069,0,0,0
93.21,-1.002,-22.761,1.5639,0,0,0
93.31,1.294,-22.809,-0.0069,0,0,0
93.42,1.294,-22.809,-0.0069,0,0,0
93.52,1.294,-22.809,-0.0069,0,0,0
93.62,1.294,-22.809,-0.0069,0,0,0
93.72,-1.002,-22.761,1.5639,0,0,0
93.82,-1.002,-22.761,1.5639,0,0,0
93.92,-1.002,-22.761,1.5639,0,0,0
94.03,1.294,-22.809,-0.0069,0,0,0
94.13,1.294,-22.809,-0.0069,0,0,0
94.24,-1.002,-22.761,1.5639,0,0,0
94.34,1.294,-22.809,-0.0069,0,0,0
94.44,1.294,-22.809,-0.0069,0,0,0
94.55,-1.002,-22.761,1.5639,0,0,0
94.65,-1.002,-22.761,1.5639,0,0,0
94.75,-1.002,-22.761,1.5639,0,0,0
94.85,-1.002,-22.761,1.5639,0,0,0
94.96,-1.002,-22.761,1.5639,0,0,0
95.06,1.294,-22.809,-0.0069,0,0,0
95.16,1.294,-22.809,-0.0069,0,0,0
95.26,-1.002,-22.761,1.5639,0,0,0
95.37,-1.002,-22.761,1.5639,0,0,0
95.47,1.294,-22.809,-0.0069,0,0,0
95.57,-1.002,-22.761,1.5639,0,0,0
95.67,-1.002,-22.761,1.5639,0,0,0
95.78,-1.002,-22.761,1.5639,0,0,0
95.88,-1.002,-22.761,1.5639,0,0,0
95.99,1.294,-22.809,-0.0069,0,0,0
96.09,1.294,-22.809,-0.0069,0,0,0
96.19,-1.002,-22.761,1.5639,0,0,0
96.3,-1.002,-22.761,1.5639,0,0,0
96.4,-1.002,-22.761,1.5639,0,0,0
96.5,-1.002,-22.761,1.5639,0,0,0
96.61,-1.002,-22.761,1.5639,0,0,0
96.72,-1.002,-22.761,1.5639,0,0,0
96.82,-1.002,-22.761,1.5639,0,0,0
96.93,-1.002,-22.761,1.5639,0,0,0
97.04,-1.002,-22.761,1.5639,0,0,0
97.14,-1.002,-22.761,1.5639,0,0,0
97.24,-1.002,-22.761,1.5639,0,0,0
97.35,-1.002,-22.761,1.5639,0,0,0
97.45,-1.002,-22.761,1.5639,0,0,0
97.55,-1.002,-22.761,1.5639,0,0,0
97.66,-1.002,-22.761,1.5639,0,0,0
97.77,-1.002,-22.761,1.5639,0,0,0
97.87,-1.002,-22.761,1.5639,0,0,0
97.97,1.294,-22.809,-0.0069,0,0,0
98.08,1.294,-22.809,-0.0069,0,0,0
98.18,-1.002,-22.761,1.5639,0,0,0
98.28,-1.002,-22.761,1.5639,0,0,0
98.39,1.294,-22.809,-0.0069,0,0,0
98.49,1.294,-22.809,-0.0069,0,0,0
98.6,1.294,-22.809,-0.0069,0,0,0
98.7,-1.002,-22.761,1.5639,0,0,0
98.8,-1.002,-22.761,1.5639,0,0,0
98.9,-1.002,-22.761,1.5639,0,0,0
99.01,-1.002,-22.761,1.5639,0,0,0
99.12,-1.002,-22.761,1.5639,0,0,0
99.22,-1.002,-22.761,1.5639,0,0,0
99.33,-1.002,-22.761,1.5639,0,0,0
99.43,-1.002,-22.761,1.5639,0,0,0
99.54,-1.002,-22.761,1.5639,0,0,0
99.64,-1.002,-22.761,1.5639,0,0,0
99.75,-1.002,-22.761,1.5639,0,0,0
99.85,-1.002,-22.761,1.5639,0,0,0
99.95,-1.002,-22.761,1.5639,0,0,0
100.06,-1.002,-22.761,1.5639,0,0,0
100.16,1.294,-22.809,-0.0069,0,0,0
100.26,1.294,-22.809,-0.0069,0,0,0
100.37,1.294,-22.809,-0.0069,0,0,0
100.47,1.294,-22.809,-0.0069,0,0,0
100.58,-1.002,-22.761,1.5639,0,0,0
100.68,-1.002,-22.761,1.5639,0,0,0
100.78,-1.002,-22.761,1.5639,0,0,0
100.88,-1.002,-22.761,1.5639,0,0,0
100.99,-1.002,-22.761,1.5639,0,0,0
101.09,-1.002,-22.761,1.5639,0,0,0
101.2,-1.002,-22.761,1.5639,0,0,0
101.31,-1.002,-22.761,1.5639,0,0,0
101.42,-1.002,-22.761,1.5639,0,0,0
101.52,1.294,-22.809,-0.0069,0,0,0
101.62,1.294,-22.809,-0.0069,0,0,0
101.73,1.294,-22.809,-0.0069,0,0,0
101.83,1.294,-22.809,-0.0069,0,0,0
101.93,-1.002,-22.761,1.5639,0,0,0
102.03,-1.002,-22.761,1.5639,0,0,0
102.13,1.294,-22.809,-0.0069,0,0,0
102.23,-1.002,-22.761,1.5639,0,0,0
102.34,1.294,-22.809,-0.0069,0,0,0
102.44,-1.002,-22.761,1.5639,0,0,0
102.54,1.294,-22.809,-0.0069,0,0,0
102.65,1.294,-22.809,-0.0069,0,0,0
102.75,1.294,-22.809,-0.0069,0,0,0
102.85,1.294,-22.809,-0.0069,0,0,0
102.95,-1.002,-22.761,1.5639,0,0,0
103.05,1.294,-22.809,-0.0069,0,0,0
103.15,1.294,-22.809,-0.0069,0,0,0
103.26,1.294,-22.809,-0.0069,0,0,0
103.36,1.294,-22.809,-0.0069,0,0,0
103.46,-1.002,-22.761,1.5639,0,0,0
103.56,1.294,-22.809,-0.0069,0,0,0
103.67,1.294,-22.809,-0.0069,0,0,0
103.77,1.294,-22.809,-0.0069,0,0,0
103.87,1.294,-22.809,-0.0069,0,0,0
103.97,-1.002,-22.761,1.5639,0,0,0
104.07,1.294,-22.809,-0.0069,0,0,0
104.17,-1.002,-22.761,1.5639,0,0,0
104.28,1.294,-22.809,-0.0069,0,0,0
104.38,1.294,-22.809,-0.0069,0,0,0
104.48,-1.002,-22.761,1.5639,0,0,0
104.58,-1.002,-22.761,1.5639,0,0,0
104.68,-1.002,-22.761,1.5639,0,0,0
104.79,1.294,-22.809,-0.0069,0,0,0
104.89,1.294,-22.809,-0.0069,0,0,0
104.99,-1.002,-22.761,1.5639,0,0,0
105.1,1.294,-22.809,-0.0069,0,0,0
105.2,1.294,-22.809,-0.0069,0,0,0
105.3,-1.002,-22.761,1.5639,0,0,0
105.41,-1.002,-22.761,1.5639,0,0,0
105.52,-1.002,-22.761,1.5639,0,0,0
105.62,-1.002,-22.761,1.5639,0,0,0
105.73,-1.002,-22.761,1.5639,0,0,0
105.84,-1.002,-22.761,1.5639,0,0,0
105.95,1.294,-22.809,-0.0069,0,0,0
106.05,1.294,-22.809,-0.0069,0,0,0
106.15,1.294,-22.809,-0.0069,0,0,0
106.25,1.294,-22.809,-0.0069,0,0,0
106.35,-1.002,-22.761,1.5639,0,0,0
106.46,1.294,-22.809,-0.0069,0,0,0
106.56,1.294,-22.809,-0.0069,0,0,0
106.66,1.294,-22.809,-0.0069,0,0,0
106.76,1.294,-22.809,-0.0069,0,0,0
106.86,-1.002,-22.761,1.5639,0,0,0
106.96,-1.002,-22.761,1.5639,0,0,0
107.07,1.294,-22.809,-0.0069,0,0,0
107.17,1.294,-22.809,-0.0069,0,0,0
107.27,1.294,-22.809,-0.0069,0,0,0
107.37,-1.002,-22.761,1.5639,0,0,0
107.48,1.294,-22.809,-0.0069,0,0,0
107.58,1.294,-22.809,-0.0069,0,0,0
107.68,1.294,-22.809,-0.0069,0,0,0
107.78,1.294,-22.809,-0.0069,0,0,0
107.88,-1.002,-22.761,1.5639,0,0,0
107.99,1.294,-22.809,-0.0069,0,0,0
108.09,1.294,-22.809,-0.0069,0,0,0
108.19,1.294,-22.809,-0.0069,0,0,0
108.29,1.294,-22.809,-0.0069,0,0,0
108.39,-1.002,-22.761,1.5639,0,0,0
108.5,1.294,-22.809,-0.0069,0,0,0
108.6,1.294,-22.809,-0.0069,0,0,0
108.7,1.294,-22.809,-0.0069,0,0,0
108.8,1.294,-22.809,-0.0069,0,0,0
108.91,-1.002,-22.761,1.5639,0,0,0
109.01,1.294,-22.809,-0.0069,0,0,0
109.11,1.294,-22.809,-0.0069,0,0,0
109.21,1.294,-22.809,-0.0069,0,0,0
109.32,1.294,-22.809,-0.0069,0,0,0
109.42,-1.002,-22.761,1.5639,0,0,0
109.52,1.294,-22.809,-0.0069,0,0,0
109.63,1.294,-22.809,-0.0069,0,0,0
109.73,1.294,-22.809,-0.0069,0,0,0
109.83,1.294,-22.809,-0.0069,0,0,0
109.93,1.294,-22.809,-0.0069,0,0,0
110.03,1.294,-22.809,-0.0069,0,0,0
110.14,1.294,-22.809,-0.0069,0,0,0
110.24,1.294,-22.809,-0.0069,0,0,0
110.34,1.294,-22.809,-0.0069,0,0,0
110.44,1.294,-22.809,-0.0069,0,0,0
110.54,-1.002,-22.761,1.5639,0,0,0
110.64,-1.002,-22.761,1.5639,0,0,0
110.75,-1.002,-22.761,1.5639,0,0,0
110.85,1.294,-22.809,-0.0069,0,0,0
110.95,-1.002,-22.761,1.5639,0,0,0
111.05,-1.002,-22.761,1.5639,0,0,0
111.15,-1.002,-22.761,1.5639,0,0,0
111.26,1.294,-22.809,-0.0069,0,0,0
111.37,1.294,-22.809,-0.0069,0,0,0
111.47,-1.002,-22.761,1.5639,0,0,0
111.58,-1.002,-22.761,1.5639,0,0,0
111.68,-1.002,-22.761,1.5639,0,0,0
111.79,-1.002,-22.761,1.5639,0,0,0
111.9,-1.002,-22.761,1.5639,0,0,0
112.0,-1.002,-22.761,1.5639,0,0,0
112.11,-1.002,-22.761,1.5639,0,0,0
112.21,-1.002,-22.761,1.5639,0,0,0
112.32,-1.002,-22.761,1.5639,0,0,0
112.42,1.294,-22.809,-0.0069,0,0,0
112.53,-1.002,-22.761,1.5639,0,0,0
112.63,1.294,-22.809,-0.0069,0,0,0
112.73,1.294,-22.809,-0.0069,0,0,0
112.83,1.294,-22.809,-0.0069,0,0,0
112.93,-1.002,-22.761,1.5639,0,0,0
113.04,-1.002,-22.761,1.5639,0,0,0
113.14,-1.002,-22.761,1.5639,0,0,0
113.24,-1.002,-22.761,1.5639,0,0,0
113.35,-1.002,-22.761,1.5639,0,0,0
113.45,-1.002,-22.761,1.5639,0,0,0
113.55,-1.002,-22.761,1.5639,0,0,0
113.66,-1.002,-22.761,1.5639,0,0,0
113.76,1.294,-22.809,-0.0069,0,0,0
113.87,-1.002,-22.761,1.5639,0,0,0
113.98,-1.002,-22.761,1.5639,0,0,0
114.08,-1.002,-22.761,1.5639,0,0,0
114.19,-1.002,-22.761,1.5639,0,0,0
114.3,-1.002,-22.761,1.5639,0,0,0
114.4,-1.002,-22.761,1.5639,0,0,0
114.51,-1.002,-22.761,1.5639,0,0,0
114.62,1.294,-22.809,-0.0069,0,0,0
114.72,-1.002,-22.761,1.5639,0,0,0
114.82,1.294,-22.809,-0.0069,0,0,0
114.92,1.294,-22.809,-0.0069,0,0,0
115.03,1.294,-22.809,-0.0069,0,0,0
115.13,1.294,-22.809,-0.0069,0,0,0
115.24,-1.002,-22.761,1.5639,0,0,0
115.34,1.294,-22.809,-0.0069,0,0,0
115.44,-1.002,-22.761,1.5639,0,0,0
115.54,-1.002,-22.761,1.5639,0,0,0
